"tt0015724"	"an0322954"	0
"tt0035423"	"an0033807"	0
"tt0035423"	"an0055446"	0
"tt0035423"	"an0063409"	0
"tt0035423"	"an0063447"	1
"tt0035423"	"an0193688"	0
"tt0035423"	"an0543025"	0
"tt0059900"	"an0058812"	1
"tt0059900"	"an0058823"	1
"tt0064994"	"an0058789"	1
"tt0064994"	"an0058808"	1
"tt0064994"	"an0242616"	1
"tt0065188"	"an0253498"	1
"tt0065188"	"an0253503"	1
"tt0066498"	"an0044440"	0
"tt0066498"	"an0242624"	1
"tt0081721"	"an0015473"	1
"tt0081721"	"an0123562"	0
"tt0081721"	"an0123612"	0
"tt0081721"	"an0240709"	1
"tt0081721"	"an0331404"	0
"tt0081721"	"an0331413"	0
"tt0081721"	"an0379315"	0
"tt0084548"	"an0044411"	1
"tt0084548"	"an0044433"	0
"tt0084548"	"an0070332"	0
"tt0084548"	"an0070344"	0
"tt0084548"	"an0070357"	0
"tt0084548"	"an0230884"	1
"tt0084548"	"an0287873"	1
"tt0084548"	"an0287875"	1
"tt0084548"	"an0287876"	1
"tt0084548"	"an0287878"	1
"tt0090665"	"an0122182"	0
"tt0090665"	"an0265159"	1
"tt0090665"	"an0294665"	1
"tt0090665"	"an0295350"	1
"tt0090665"	"an0385025"	1
"tt0091899"	"an0280683"	1
"tt0091899"	"an0281262"	1
"tt0091899"	"an0281263"	1
"tt0091899"	"an0281268"	1
"tt0091899"	"an0281270"	1
"tt0091899"	"an0281277"	0
"tt0091899"	"an0453892"	1
"tt0091899"	"an0453894"	1
"tt0091899"	"an0453895"	1
"tt0092507"	"an0267235"	1
"tt0094841"	"an0060098"	1
"tt0094841"	"an0142307"	0
"tt0094841"	"an0142351"	0
"tt0094841"	"an0142366"	0
"tt0094841"	"an0339852"	0
"tt0094841"	"an0398673"	0
"tt0094841"	"an0430579"	0
"tt0094841"	"an0527806"	0
"tt0094841"	"an0939882"	0
"tt0094841"	"an0939889"	0
"tt0094841"	"an0939894"	0
"tt0095394"	"an0157282"	0
"tt0095394"	"an0295437"	1
"tt0095450"	"an0120438"	0
"tt0096752"	"an0044423"	1
"tt0096817"	"an0058853"	0
"tt0096817"	"an0386445"	0
"tt0096841"	"an0058790"	1
"tt0096841"	"an0058854"	0
"tt0096841"	"an0159704"	1
"tt0096841"	"an0159709"	0
"tt0096841"	"an0159719"	0
"tt0096841"	"an0159722"	0
"tt0096859"	"an0332601"	0
"tt0097049"	"an0159728"	0
"tt0097062"	"an0159689"	0
"tt0097062"	"an0159693"	0
"tt0097062"	"an0159695"	0
"tt0097107"	"an0157148"	0
"tt0097107"	"an0188422"	0
"tt0097111"	"an0280688"	1
"tt0097111"	"an0280690"	1
"tt0097111"	"an0281282"	1
"tt0097111"	"an0281289"	1
"tt0097111"	"an0281290"	1
"tt0097111"	"an0281293"	1
"tt0097111"	"an0281303"	0
"tt0097280"	"an0257911"	1
"tt0097339"	"an0154248"	1
"tt0097339"	"an0154252"	1
"tt0097339"	"an0276727"	0
"tt0097339"	"an0754706"	1
"tt0097416"	"an0384819"	1
"tt0097416"	"an0384821"	1
"tt0097416"	"an0384822"	1
"tt0097416"	"an0389310"	1
"tt0097416"	"an0389311"	1
"tt0097416"	"an0389370"	1
"tt0097416"	"an0389371"	1
"tt0097416"	"an0572236"	1
"tt0097416"	"an0649621"	1
"tt0097462"	"an0331554"	0
"tt0097462"	"an0331555"	0
"tt0097462"	"an0331556"	0
"tt0097475"	"an0058860"	0
"tt0097525"	"an0257913"	0
